# gen_best_score, gen_best, all_time_best_score, all_time_best, failed, seen, diversity, evaluated
0.1204, 11111000110100101110110111100000100001011110111111101010000101010011111110100101111100001001101111010001001011111000011000101111111010000111111001011001101110111001111010100110111110100000001010001111111111110101011010011011001111011100100001000010011000001101111010001011100111110100110111101001000101111101100000010110001010000011101001000011111110000111100110001001010001001101111001100011001100000010011111100101000011010001010011101000000110111011100001010100000001101101010010111000110001011011, 0.1204, 11111000110100101110110111100000100001011110111111101010000101010011111110100101111100001001101111010001001011111000011000101111111010000111111001011001101110111001111010100110111110100000001010001111111111110101011010011011001111011100100001000010011000001101111010001011100111110100110111101001000101111101100000010110001010000011101001000011111110000111100110001001010001001101111001100011001100000010011111100101000011010001010011101000000110111011100001010100000001101101010010111000110001011011, 0, 0, 1.0, 10
0.1204, 11111000110100100110110111100000100001011110111101101010000101010111111110100101111100001101101111010101001011111000011000101111111010000111111001011001101100111001111010000110111110100000001010101111011111110101011010011011001111010100100001000011011000001101111000001011100111110100110111101001000101111101100010010000001010001010101001000011111110100111110110001011010001101101111001000011001100000010011111100111000111010011010011101000000110101011100001010100000001101101010010111000110001011011, 0.1204, 11111000110100100110110111100000100001011110111101101010000101010111111110100101111100001101101111010101001011111000011000101111111010000111111001011001101100111001111010000110111110100000001010101111011111110101011010011011001111010100100001000011011000001101111000001011100111110100110111101001000101111101100010010000001010001010101001000011111110100111110110001011010001101101111001000011001100000010011111100111000111010011010011101000000110101011100001010100000001101101010010111000110001011011, 0, 0, 1.0, 10
0.1204, 11111000110100100110110111100000100001011110111101101010000101010111111110100101111100001101101111010101001011111000011000101111111010000111111001011001101100111001111010000110111110100000001010101111011111110101011010011011001111010100100001000011011000001101111000001011100111110100110111101001000101111101100010010000001010001010101001000011111110100111110110001011010001101101111001000011001100000010011111100111000111010011010011101000000110101011100001010100000001101101010010111000110001011011, 0.1204, 11111000110100100110110111100000100001011110111101101010000101010111111110100101111100001101101111010101001011111000011000101111111010000111111001011001101100111001111010000110111110100000001010101111011111110101011010011011001111010100100001000011011000001101111000001011100111110100110111101001000101111101100010010000001010001010101001000011111110100111110110001011010001101101111001000011001100000010011111100111000111010011010011101000000110101011100001010100000001101101010010111000110001011011, 0, 0, 1.0, 10
0.1204, 11111000110100100110110111100000100001011110111101101010000101010111111110100101111100001101101111010101001011111000011000101111111010000111111001011001101100111001111010000110111110100000001010101111011111110101011010011011001111010100100001000011011000001101111000001011100111110100110111101001000101111101100010010000001010001010101001000011111110100111110110001011010001101101111001000011001100000010011111100111000111010011010011101000000110101011100001010100000001101101010010111000110001011011, 0.1204, 11111000110100100110110111100000100001011110111101101010000101010111111110100101111100001101101111010101001011111000011000101111111010000111111001011001101100111001111010000110111110100000001010101111011111110101011010011011001111010100100001000011011000001101111000001011100111110100110111101001000101111101100010010000001010001010101001000011111110100111110110001011010001101101111001000011001100000010011111100111000111010011010011101000000110101011100001010100000001101101010010111000110001011011, 0, 0, 1.0, 10
0.1204, 11111000110100100010110110100000100001111110111101101010010101010111111110100101111100001101001111010101001011111000011000101111011011000111111001011001101100111001111010000010111110100000001000101111011110110101011010011011001111110100101001010010011001001101111100001011100011111100110111101001000101111101100010010000001010001010101001000011111110101111011110001011010001101101111001000011001100000010011111101111000111010011010011101000000110101010100001010100100001101101010010111010110001011010, 0.1204, 11111000110100100010110110100000100001111110111101101010010101010111111110100101111100001101001111010101001011111000011000101111011011000111111001011001101100111001111010000010111110100000001000101111011110110101011010011011001111110100101001010010011001001101111100001011100011111100110111101001000101111101100010010000001010001010101001000011111110101111011110001011010001101101111001000011001100000010011111101111000111010011010011101000000110101010100001010100100001101101010010111010110001011010, 0, 0, 1.0, 10
0.1204, 11010001110111010101001010000110001010000000111101011111001001111010011001000111101101110011011000000111111000001110000101101111011111100111111100000100000010110011001011010011111011001100110001100111011010101101011011011000010001000011101000111011001101001001111100001011100011101101110111101001000101111101100010010000001010001010101001000011111110101110011110001011010001001101111001000011001100000010001111101111000111010101010011101000000110101010100001010100100001101101010010111010001001011010, 0.1204, 11010001110111010101001010000110001010000000111101011111001001111010011001000111101101110011011000000111111000001110000101101111011111100111111100000100000010110011001011010011111011001100110001100111011010101101011011011000010001000011101000111011001101001001111100001011100011101101110111101001000101111101100010010000001010001010101001000011111110101110011110001011010001001101111001000011001100000010001111101111000111010101010011101000000110101010100001010100100001101101010010111010001001011010, 0, 0, 1.0, 10
0.1204, 10101110001010010000110100000001001011101001001101100010010101001000010101110010111101101101111010101010000110001110011000110111010100000101111100101111010011101101010001001000011011000110001011111111000111000111000101100110110100010011001000011001001101001001111100001011100011101101110111101001000101111101100010010000001010001010101001000011111110101110011110001011010001001101111001000011001100000010001111101111000111010101010011101000000110101010100001010100100001101101010010111010001001011010, 0.1204, 10101110001010010000110100000001001011101001001101100010010101001000010101110010111101101101111010101010000110001110011000110111010100000101111100101111010011101101010001001000011011000110001011111111000111000111000101100110110100010011001000011001001101001001111100001011100011101101110111101001000101111101100010010000001010001010101001000011111110101110011110001011010001001101111001000011001100000010001111101111000111010101010011101000000110101010100001010100100001101101010010111010001001011010, 0, 0, 1.0, 10
0.1204, 11010001110111010101001010000110001010000000111101011111001000111010011001101111101101110011011000000111111000001110000111101111011111100111111100000000010010110011011010010011111011001100110011100111011010101101011011011000000001000010101000111011001101001000111100001011101010101101110111101001000101110100100010010000001010001010101001000011111110101110011000001001010001001101111001000011000100000010001111111011001111010101010011101000100110101010100001010000100001101101000010111010001001011010, 0.1204, 11010001110111010101001010000110001010000000111101011111001000111010011001101111101101110011011000000111111000001110000111101111011111100111111100000000010010110011011010010011111011001100110011100111011010101101011011011000000001000010101000111011001101001000111100001011101010101101110111101001000101110100100010010000001010001010101001000011111110101110011000001001010001001101111001000011000100000010001111111011001111010101010011101000100110101010100001010000100001101101000010111010001001011010, 0, 0, 1.0, 10
0.1204, 10101110001010010000110100100001001001101001001101100010010111101000010101110010011100001101111010101010001110001110011010110111111100000101111100101111010011101101010101001000000011000110001011111111000011001010000101100110110100010011001000001001001101001001111100001011100010101100110111101001100101111101100010010000001010001100111001000011011010101110011001001001010001001101111001000011001100000010001011101111000111010111010001101000000110101010100000010100100000101101010010111010001000011010, 0.1204, 10101110001010010000110100100001001001101001001101100010010111101000010101110010011100001101111010101010001110001110011010110111111100000101111100101111010011101101010101001000000011000110001011111111000011001010000101100110110100010011001000001001001101001001111100001011100010101100110111101001100101111101100010010000001010001100111001000011011010101110011001001001010001001101111001000011001100000010001011101111000111010111010001101000000110101010100000010100100000101101010010111010001000011010, 0, 0, 1.0, 10
0.1204, 11010001110110111100001010000100001000100000111101011110000101111000110001011111100101110011010000000111110011001110100101101101111110100111100000110100000010110011001011011011111001101100110000110111011011111100111111011100010001000011001000111011001101001001111100001011100011101100111111101001000101111101100010010000001010001110111011000011011110101110011000001011010000001101111001000011001110000010001011100110000110010111010001101001000110101010100100010100100000101101010010111010001000011010, 0.1204, 11010001110110111100001010000100001000100000111101011110000101111000110001011111100101110011010000000111110011001110100101101101111110100111100000110100000010110011001011011011111001101100110000110111011011111100111111011100010001000011001000111011001101001001111100001011100011101100111111101001000101111101100010010000001010001110111011000011011110101110011000001011010000001101111001000011001110000010001011100110000110010111010001101001000110101010100100010100100000101101010010111010001000011010, 0, 0, 1.0, 10
0.1204, 11001110010010000000110100100001101011111001011101100010000010000000010101110010011100001101111010101110001110001110011010010110110100000101011100100111000010001101110011001000010011000110001010111111000011000001100101100111110100000011001000101011011100001001111100101011111000101001010110000001000000111100101011010101101000001010101101000011111100101110011110000011010001101011101001000010000100000010001101101111100111000101010011101000010101101010110011110100000101101101011010111110001001011100, 0.1204, 11001110010010000000110100100001101011111001011101100010000010000000010101110010011100001101111010101110001110001110011010010110110100000101011100100111000010001101110011001000010011000110001010111111000011000001100101100111110100000011001000101011011100001001111100101011111000101001010110000001000000111100101011010101101000001010101101000011111100101110011110000011010001101011101001000010000100000010001101101111100111000101010011101000010101101010110011110100000101101101011010111110001001011100, 0, 0, 1.0, 10
0.1204, 10010001110110111100001010011100001010100000111101011110000101111000110001011110100101110011010000000111110011001110100101101101111110100111100001110100000010110010001001011111101001101100110001110111011011111100011111011100010001100011001000111011001101001001011110001011110011101100100111101001010101101100100000010000001010001110111011010011011100101110011000001111000000001101101001001011001100000000001011100111001111010101010001101000000110101010100001000100100001101100010010111000001000011010, 0.1204, 10010001110110111100001010011100001010100000111101011110000101111000110001011110100101110011010000000111110011001110100101101101111110100111100001110100000010110010001001011111101001101100110001110111011011111100011111011100010001100011001000111011001101001001011110001011110011101100100111101001010101101100100000010000001010001110111011010011011100101110011000001111000000001101101001001011001100000000001011100111001111010101010001101000000110101010100001000100100001101100010010111000001000011010, 0, 0, 1.0, 10
