# gen_best_score, gen_best, all_time_best_score, all_time_best, failed, seen, diversity, evaluated
-1.0, 01001100000111001100101111000110110111101110110110100111001110110001010100011011110101111010010110110000111110000100001111111001001010000000110001010100101010001111111101111001111011110000000010011001000101100110011110010011101010010000010101010111010000110101001011101000011110011101011101001001001100001011101000001000101111101000010100010000100001000100011000110100011101001100101000101111011010110101010101000100011010100001110000010111111011011101101011001001000000000100101100100011001011010111, -1.0, 01001100000111001100101111000110110111101110110110100111001110110001010100011011110101111010010110110000111110000100001111111001001010000000110001010100101010001111111101111001111011110000000010011001000101100110011110010011101010010000010101010111010000110101001011101000011110011101011101001001001100001011101000001000101111101000010100010000100001000100011000110100011101001100101000101111011010110101010101000100011010100001110000010111111011011101101011001001000000000100101100100011001011010111, 0, None, None, None
-1.0, 01001100000101000100101011000110110111101110010110100111001110110101010100011011110101111010010110110000111110000100001110111001001010000000110001010100101110001101111111111001011011110000000010011001000101100110011110010001101110000000010101010111010000110001001011101000011010011111111101011001001100001011101000001000101111101000010001010010100001000100011000110100011101001100101000101111011010111101010101000000001010100001110000010111111011011001101011001001000000000100101100100011001011010111, -1.0, 01001100000101000100101011000110110111101110010110100111001110110101010100011011110101111010010110110000111110000100001110111001001010000000110001010100101110001101111111111001011011110000000010011001000101100110011110010001101110000000010101010111010000110001001011101000011010011111111101011001001100001011101000001000101111101000010001010010100001000100011000110100011101001100101000101111011010111101010101000000001010100001110000010111111011011001101011001001000000000100101100100011001011010111, 0, None, None, None
-1.0, 01001000000101000100101011000100110111101110010110100111001110110101010100011011110101111010010111110000110110000100101110111001001010000000110001010100101110001101111011111001011011110001000110011001001101110110011110010001101110000000010101010110010100110001001011101000011010011111111101011001101100011011101000001000101111101000110001010010100001000100010000110111011111001100101000101111001010111101010101000000011010100001100000010111111011011001101011001001000000000000001100100111001011010111, -1.0, 01001000000101000100101011000100110111101110010110100111001110110101010100011011110101111010010111110000110110000100101110111001001010000000110001010100101110001101111011111001011011110001000110011001001101110110011110010001101110000000010101010110010100110001001011101000011010011111111101011001101100011011101000001000101111101000110001010010100001000100010000110111011111001100101000101111001010111101010101000000011010100001100000010111111011011001101011001001000000000000001100100111001011010111, 0, None, None, None
-1.0, 01011000000101000100101011000100110111101110010110100111001110110101010100011011110101111010010111110000110110000000101110111001001010000010110000010100101110001101111011111001011011110001000110011001001101110110011110010001101110000000010101010110010100110000001011101000001010011111111101011001100100011011101000011000101111101000110001010010100101000100010000110101011111011100111000101111001010011101010101000000011111100001100001010111111111011001101011001001000000100000001101100111001011010111, -1.0, 01011000000101000100101011000100110111101110010110100111001110110101010100011011110101111010010111110000110110000000101110111001001010000010110000010100101110001101111011111001011011110001000110011001001101110110011110010001101110000000010101010110010100110000001011101000001010011111111101011001100100011011101000011000101111101000110001010010100101000100010000110101011111011100111000101111001010011101010101000000011111100001100001010111111111011001101011001001000000100000001101100111001011010111, 0, None, None, None
-1.0, 01011000010101000100101010000110110111100110010111100111001110111101010100011001110101111010010011110000110110000000101110111001001010000010110000010100100110001101011011111101011011110001001110011001001101110110011110010001101110000000010101110110010100110000001011101100001010011111111101011001100100011010101000011000101111101001110001010001100101000100010000111101001111011100011000101111001010010100010101000000011011100001100001010011111111011001101011001001000000100000001101100111001011010111, -1.0, 01011000010101000100101010000110110111100110010111100111001110111101010100011001110101111010010011110000110110000000101110111001001010000010110000010100100110001101011011111101011011110001001110011001001101110110011110010001101110000000010101110110010100110000001011101100001010011111111101011001100100011010101000011000101111101001110001010001100101000100010000111101001111011100011000101111001010010100010101000000011011100001100001010011111111011001101011001001000000100000001101100111001011010111, 0, None, None, None
-1.0, 01011000010101000100111110000110100111100110001111100111001110111101010100011001110101111010010011110000110110000000101110111001001010000010110000010100100110001101011011111101011010110001001110011001001101110110011110010101101010000000011100110110010100110000001010101100001110011111111101011001100100011010101010011000101110101001111001110001100101000100010000011101011111011100010000101111001010010100010111000000011011100001100001010011111111011001111011001101000000100000000101100111001011010111, -1.0, 01011000010101000100111110000110100111100110001111100111001110111101010100011001110101111010010011110000110110000000101110111001001010000010110000010100100110001101011011111101011010110001001110011001001101110110011110010101101010000000011100110110010100110000001010101100001110011111111101011001100100011010101010011000101110101001111001110001100101000100010000011101011111011100010000101111001010010100010111000000011011100001100001010011111111011001111011001101000000100000000101100111001011010111, 0, None, None, None
-1.0, 01011000010100000100111110000110100111100110001111100111001110111101010100111001110101111010010011110000110110000000101100111001001010000010100000010100100110001101011011011101011010110001000110011001001001110110011110010101101000010010011100111110010100110000001010101100001100011111111101011001100100011010101010011000001110000011111001110001100101000100010001011101011111011100010000101111001010000100010111000000011011100001100001010011111111011001111011001101000000111001000001101111001011011111, -1.0, 01011000010100000100111110000110100111100110001111100111001110111101010100111001110101111010010011110000110110000000101100111001001010000010100000010100100110001101011011011101011010110001000110011001001001110110011110010101101000010010011100111110010100110000001010101100001100011111111101011001100100011010101010011000001110000011111001110001100101000100010001011101011111011100010000101111001010000100010111000000011011100001100001010011111111011001111011001101000000111001000001101111001011011111, 0, None, None, None
-1.0, 11011010010100010100111111000110100111100110001111100111001110111111010100111001110101111010010011111000110110000000111101111000001010000010100110010100100110001101011111011101011010110001000110011001001001111110011110010101100000010010011100111110010100110000001010111000001000011111110101011001100100011010001010011000001110000111111001110001100101000100010001011111011111011100010000101111001010000100010101000000011011100001100001000011111111001001111011001001000000111001000000101111000011011111, -1.0, 11011010010100010100111111000110100111100110001111100111001110111111010100111001110101111010010011111000110110000000111101111000001010000010100110010100100110001101011111011101011010110001000110011001001001111110011110010101100000010010011100111110010100110000001010111000001000011111110101011001100100011010001010011000001110000111111001110001100101000100010001011111011111011100010000101111001010000100010101000000011011100001100001000011111111001001111011001001000000111001000000101111000011011111, 0, None, None, None
-1.0, 11011010010100010100111111000110100011100110001111100111001100111111010000101011110101111010010011111000110110000000001101110000000010000010100100010100100110001101001111011101011010110001000100011001001001111110011110010111100001010010011100111110010100110000001011011000001000011111110101111001100100011010001010011000011110000111111001110000100101000110010001011111011110111100000000101111001010100100010101000100011011100001100001100011110111001001111011001001000000011001000000101111000011011111, -1.0, 11011010010100010100111111000110100011100110001111100111001100111111010000101011110101111010010011111000110110000000001101110000000010000010100100010100100110001101001111011101011010110001000100011001001001111110011110010111100001010010011100111110010100110000001011011000001000011111110101111001100100011010001010011000011110000111111001110000100101000110010001011111011110111100000000101111001010100100010101000100011011100001100001100011110111001001111011001001000000011001000000101111000011011111, 0, None, None, None
-1.0, 11011010010100010000111101000110100011101110001111000111001100111111010000101011110101111010110011111000110110000000000101111000000010010010100100010100100110001101001111011101011010110101000100011001001001111100011110010111100001010011011100101110010100110000001011011000001000011111110101111000100100001010001010011010011110100111111001110000100101000010010001011111011110111100000010101111001010100100000101000100001011110001100001100011110011000001111011001001000000011001000000101111110011011111, -1.0, 11011010010100010000111101000110100011101110001111000111001100111111010000101011110101111010110011111000110110000000000101111000000010010010100100010100100110001101001111011101011010110101000100011001001001111100011110010111100001010011011100101110010100110000001011011000001000011111110101111000100100001010001010011010011110100111111001110000100101000010010001011111011110111100000010101111001010100100000101000100001011110001100001100011110011000001111011001001000000011001000000101111110011011111, 0, None, None, None
