# gen_best_score, gen_best, all_time_best_score, all_time_best, failed, seen, diversity, evaluated
-1.0, 00011001011111100000100111110100100000110011110001101010000010010011111001110111001001111100111100101111111100001111110001110001111000000111100010101001100110110010010011000000001000000111011100110000100110100010100101011010000101100011100001100100011101111100010011001111001110000101010000101111111010011011010000010000000001100111111110101010001000000111100101101111110100001110001111110010010101011011101010100100101000010000000000011100000101011011111101111001101010100000101001011100001010001110, -1.0, 00011001011111100000100111110100100000110011110001101010000010010011111001110111001001111100111100101111111100001111110001110001111000000111100010101001100110110010010011000000001000000111011100110000100110100010100101011010000101100011100001100100011101111100010011001111001110000101010000101111111010011011010000010000000001100111111110101010001000000111100101101111110100001110001111110010010101011011101010100100101000010000000000011100000101011011111101111001101010100000101001011100001010001110, 0, None, None, None
-1.0, 00011001011111101000100111110100100000010011110011101010000010010011111001110111001001111110111100101101111100001111100001110001111000000111100010101001000110110010010011000000001001000111011100110100100110100010100101011010000101100011000001100100011111111100010011001111001110000001010000101111111110011011010000010000000001100111101110101010001000000111001100101111010100001110001111110010000101001011101111100100101000010000000000011100000101011011111101111001101010100000101001011100001011001110, -1.0, 00011001011111101000100111110100100000010011110011101010000010010011111001110111001001111110111100101101111100001111100001110001111000000111100010101001000110110010010011000000001001000111011100110100100110100010100101011010000101100011000001100100011111111100010011001111001110000001010000101111111110011011010000010000000001100111101110101010001000000111001100101111010100001110001111110010000101001011101111100100101000010000000000011100000101011011111101111001101010100000101001011100001011001110, 0, None, None, None
-1.0, 00011001011101101000100111110100100010010011110001101010000010010011011001110111001001111110111000101100111100001111100011110101101000000111100010101001000110111010010010000000001001000011010100110100100110100010100101011010000101100111000000100100011111111110010011001111001110000001010000101111111111011001010000010000000001100111101110101010001000000111001100101111000100001110001111110010000101101011101111110100111010010000000000011000100101011011111101111001101010100000101011011100001011000010, -1.0, 00011001011101101000100111110100100010010011110001101010000010010011011001110111001001111110111000101100111100001111100011110101101000000111100010101001000110111010010010000000001001000011010100110100100110100010100101011010000101100111000000100100011111111110010011001111001110000001010000101111111111011001010000010000000001100111101110101010001000000111001100101111000100001110001111110010000101101011101111110100111010010000000000011000100101011011111101111001101010100000101011011100001011000010, 0, None, None, None
-1.0, 00011001011101101000100011110100100010010011110001101010000000010011011011110111001001111110111000101100011100001111100011110101101001000111100010101001010110111010010010010000001001000011010110110100100110100010100101111010000101100111000000000100011110111010010011011111001110010001010000101111111111011001010000010000000001100111101110101010001000100110001100001111000100001110101111110010000101101011101011110100111010110000000000011000000101011011111101001001101011100000100011011100001011010010, -1.0, 00011001011101101000100011110100100010010011110001101010000000010011011011110111001001111110111000101100011100001111100011110101101001000111100010101001010110111010010010010000001001000011010110110100100110100010100101111010000101100111000000000100011110111010010011011111001110010001010000101111111111011001010000010000000001100111101110101010001000100110001100001111000100001110101111110010000101101011101011110100111010110000000000011000000101011011111101001001101011100000100011011100001011010010, 0, None, None, None
-1.0, 00011001011101101000100011110110100010010011110111101010000000010011010011110011001001111110110000101000011100001111100011100101101001000111100000101000010110111000010010010001011001000011000110110100100110100010100101111010100101100111000000000100011110111010010011011111001110010001010000101111111111011001010000010000000001100111101110101010001000100110001100001011000100001110101111110010000101101011101011110100111010010000000000011000000100011001111101001001101001100000100011011100001011000010, -1.0, 00011001011101101000100011110110100010010011110111101010000000010011010011110011001001111110110000101000011100001111100011100101101001000111100000101000010110111000010010010001011001000011000110110100100110100010100101111010100101100111000000000100011110111010010011011111001110010001010000101111111111011001010000010000000001100111101110101010001000100110001100001011000100001110101111110010000101101011101011110100111010010000000000011000000100011001111101001001101001100000100011011100001011000010, 0, None, None, None
-1.0, 00011001111101101000100011110110000010110011110110101010000000010001010011110011011001111110110000100000011100001111100011100101101011000111100000101000010110111000010000010001011001000011000110110100100110100010100101110010100101100111000001000100011110111010010001111111001010010011010000101111111111011001010000010000000001100111101110101110001000100110001100101011100100001110101110010010000101101011101001110100111010010000000000011000000100011001010101001001101001100000100011011100001011000010, -1.0, 00011001111101101000100011110110000010110011110110101010000000010001010011110011011001111110110000100000011100001111100011100101101011000111100000101000010110111000010000010001011001000011000110110100100110100010100101110010100101100111000001000100011110111010010001111111001010010011010000101111111111011001010000010000000001100111101110101110001000100110001100101011100100001110101110010010000101101011101001110100111010010000000000011000000100011001010101001001101001100000100011011100001011000010, 0, None, None, None
-1.0, 00011001111101101000100011110110000010110011110110001010000010110001000011010011011001111110110000100000011100001111100011100101101011000111100000101000010110111000010000010001011011000011000100110100100010100010100101110010110101110111000000000100001110111010010001111111001110010011010000101111111111011001010000010000000011100101101110101010001000100111001100001011100100001110101110010010000101101011101001110100111010010000000000011001000100111011010100001001101101100000100010011100001011000000, -1.0, 00011001111101101000100011110110000010110011110110001010000010110001000011010011011001111110110000100000011100001111100011100101101011000111100000101000010110111000010000010001011011000011000100110100100010100010100101110010110101110111000000000100001110111010010001111111001110010011010000101111111111011001010000010000000011100101101110101010001000100111001100001011100100001110101110010010000101101011101001110100111010010000000000011001000100111011010100001001101101100000100010011100001011000000, 0, None, None, None
-1.0, 00011101110101101100100011110110000010110011110110001010000010110001000011010011011001111110110000100001011100001111100011100101101011000111100000101000010110111000010001010001011011000011010100100100100010100010100101110010110001110111000000000110001110111010010001111111011010010011010010101111111111011001010000010000000011100101101110101010001000100111001100001111100100001110101110010110000101001011101001110100101010010100000000011001000100111011000100001001101101100001100000011100001011000000, -1.0, 00011101110101101100100011110110000010110011110110001010000010110001000011010011011001111110110000100001011100001111100011100101101011000111100000101000010110111000010001010001011011000011010100100100100010100010100101110010110001110111000000000110001110111010010001111111011010010011010010101111111111011001010000010000000011100101101110101010001000100111001100001111100100001110101110010110000101001011101001110100101010010100000000011001000100111011000100001001101101100001100000011100001011000000, 0, None, None, None
-1.0, 00011111010101101100100011110100000010110011110110001010000010110001000011010011011011111110110000100001001100000111100011100101101011000111100000101010010110111000110001010001111001000011010100100100100010100000100001110010000001110111000100000110001110111010011001111111011010010011010010101110111111001001010000010000000011100101101110101010001000100111001100000111100100001110101110010110000101001011101001110100101010010101000000111001000100111011001100001001101101100001100000011100011011000000, -1.0, 00011111010101101100100011110100000010110011110110001010000010110001000011010011011011111110110000100001001100000111100011100101101011000111100000101010010110111000110001010001111001000011010100100100100010100000100001110010000001110111000100000110001110111010011001111111011010010011010010101110111111001001010000010000000011100101101110101010001000100111001100000111100100001110101110010110000101001011101001110100101010010101000000111001000100111011001100001001101101100001100000011100011011000000, 0, None, None, None
-1.0, 00011101010101000100100011110100000010110001110110001010000010100001000111010011011111111110010000100001001100000111101111100101101011000110100000101110010110111000110001010001111001000011010110100100100110100000100001110010010001110111000100000110001100011010011001111111011010011011010010101110111111001001010110010000000011100111101110111010001000100111011100000111100100001111101110010110000101001011101001110100101010010101000000111001000100111011001110001001101101100001100010011100011011000000, -1.0, 00011101010101000100100011110100000010110001110110001010000010100001000111010011011111111110010000100001001100000111101111100101101011000110100000101110010110111000110001010001111001000011010110100100100110100000100001110010010001110111000100000110001100011010011001111111011010011011010010101110111111001001010110010000000011100111101110111010001000100111011100000111100100001111101110010110000101001011101001110100101010010101000000111001000100111011001110001001101101100001100010011100011011000000, 0, None, None, None
