# gen_best_score, gen_best, all_time_best_score, all_time_best, failed, seen, diversity, evaluated
0.1148, 00110111101000011001100110100001100001001010011001001101110010011101111100001010111111011010101010001101101011111110101110010001111101001011101011110001111110001010001100101110011100011010111110010000001111000111110101011000010011100110000110101110011001010001100001111111001100111011001110110011111001110110110111100101010001010110101011101001101110001000010001101101001000001111001111111011100100111101100110010001010010001011111010001010110101111000100000001100011001111111010111000101000000000001, 0.1148, 00110111101000011001100110100001100001001010011001001101110010011101111100001010111111011010101010001101101011111110101110010001111101001011101011110001111110001010001100101110011100011010111110010000001111000111110101011000010011100110000110101110011001010001100001111111001100111011001110110011111001110110110111100101010001010110101011101001101110001000010001101101001000001111001111111011100100111101100110010001010010001011111010001010110101111000100000001100011001111111010111000101000000000001, 0, 0, 1.0, 10
0.1148, 10100010010110100011000010101000111001110001101010101101110111101110111011100110111101100100111101100010011001001001110001010100111001110110010011011101111011101000100111101110101111100010111110100010011100111100000000010001110011100011001110011001100001010001100001111111001100111011001100110011111001110110110111100101010001010110101011100001101110001000010001101101001000001111001111011011100100111001100110010010010010001011111010001010110101111100100000001100011001011111010111000101100000100001, 0.1148, 10100010010110100011000010101000111001110001101010101101110111101110111011100110111101100100111101100010011001001001110001010100111001110110010011011101111011101000100111101110101111100010111110100010011100111100000000010001110011100011001110011001100001010001100001111111001100111011001100110011111001110110110111100101010001010110101011100001101110001000010001101101001000001111001111011011100100111001100110010010010010001011111010001010110101111100100000001100011001011111010111000101100000100001, 0, 0, 1.0, 10
0.1148, 00100010010110100011000010111000111001110001101010101001111111101110111011000111111101100100111101100010011001001001110001010100111001110110010011111101110011101000110111101110101011100010101110100100011100111100000000010001110011100011001110011001100001010001100000111111001100111011001100110011111001110100110011100101010011010110101011100001101110001000010000101101101100001110101111011001100100101001110110010010010010001010111010001010110001111101100000001100011001011111110111000101100000100001, 0.1148, 00100010010110100011000010111000111001110001101010101001111111101110111011000111111101100100111101100010011001001001110001010100111001110110010011111101110011101000110111101110101011100010101110100100011100111100000000010001110011100011001110011001100001010001100000111111001100111011001100110011111001110100110011100101010011010110101011100001101110001000010000101101101100001110101111011001100100101001110110010010010010001010111010001010110001111101100000001100011001011111110111000101100000100001, 0, 0, 1.0, 10
0.1148, 00100010010110100011000010111000111001110001101010101001111111101110111011000111111101100100111101100010011001001001110001010100111001110110010011111101110011101000110111101110101011100010101110100100011100111100000000010001110011100011001110011001100001010001100000111111001100111011001100110011111001110100110011100101010011010110101011100001101110001000010000101101101100001110101111011001100100101001110110010010010010001010111010001010110001111101100000001100011001011111110111000101100000100001, 0.1148, 00100010010110100011000010111000111001110001101010101001111111101110111011000111111101100100111101100010011001001001110001010100111001110110010011111101110011101000110111101110101011100010101110100100011100111100000000010001110011100011001110011001100001010001100000111111001100111011001100110011111001110100110011100101010011010110101011100001101110001000010000101101101100001110101111011001100100101001110110010010010010001010111010001010110001111101100000001100011001011111110111000101100000100001, 0, 0, 0.9, 10
0.1708, 10100010010110101111000010101000111001110001101010111101110111101110111011100110110101000100011101100010011001001001110001010100111001110110100011111101111011101000100111100110101111100010111110100010011100111100000000010001110011100011001110011001101001010001110101111111001000111011001110110001111001110000110111110101010000010110101011101001001110001000000001101101001010001111001111111011101100111111100110010011010010001011111010011010110101110010100000001100011011111111110111000101000000000101, 0.1708, 10100010010110101111000010101000111001110001101010111101110111101110111011100110110101000100011101100010011001001001110001010100111001110110100011111101111011101000100111100110101111100010111110100010011100111100000000010001110011100011001110011001101001010001110101111111001000111011001110110001111001110000110111110101010000010110101011101001001110001000000001101101001010001111001111111011101100111111100110010011010010001011111010011010110101110010100000001100011011111111110111000101000000000101, 0, 0, 1.0, 10
0.8184, 10100010000110101011000010101000011001010001101011101101110111101110111011100110111101100100111100100010111001001001110001010100110000111110010011011100111001101000100011101100001111110110111110100000111110011100000000010001010011000011001100011101101100010011000101111110001000111010001110111010111101010010110111010101000000110110101011101000100110001000011001101101011110000110011111101011101110111100100110110011010110001011011011011010010100110011100000001010011001111101100111000111010000000100, 0.8184, 10100010000110101011000010101000011001010001101011101101110111101110111011100110111101100100111100100010111001001001110001010100110000111110010011011100111001101000100011101100001111110110111110100000111110011100000000010001010011000011001100011101101100010011000101111110001000111010001110111010111101010010110111010101000000110110101011101000100110001000011001101101011110000110011111101011101110111100100110110011010110001011011011011010010100110011100000001010011001111101100111000111010000000100, 0, 0, 1.0, 10
0.8864, 10100010000010101011000010101000011001010001101011101101110011101100111011100111111101100100111100100010111001001001110001010101110000111111010011011100111001101000100011100100011111110110111110100000111110011100000000010001010011000011001100011101100001010001100000111111001110000101000101100011101001110000110001100100110011110110101010101001100110001000010100101101101100001110101110011010100100100001111110010010010010011110101010001010100000100100101000001100011001111011110001000101100000101001, 0.8864, 10100010000010101011000010101000011001010001101011101101110011101100111011100111111101100100111100100010111001001001110001010101110000111111010011011100111001101000100011100100011111110110111110100000111110011100000000010001010011000011001100011101100001010001100000111111001110000101000101100011101001110000110001100100110011110110101010101001100110001000010100101101101100001110101110011010100100100001111110010010010010011110101010001010100000100100101000001100011001111011110001000101100000101001, 0, 0, 1.0, 10
0.8864, 11010101111011000001111011000110010100000010101100101100110010011111111110100010100110001111011110010110101111011111011000011110000110010011001000010000011100010110111110110010101010100111011001011010000101001110010101011111001001111001101110011000110001010001110000111111001110000101000101100011001001110000110001101100111011110111001010101001100110001000010100101101101100001110101110001000100100100001111110010010010010011110101010001000100000100110101000001100011001111011110000000101000000101000, 0.8864, 11010101111011000001111011000110010100000010101100101100110010011111111110100010100110001111011110010110101111011111011000011110000110010011001000010000011100010110111110110010101010100111011001011010000101001110010101011111001001111001101110011000110001010001110000111111001110000101000101100011001001110000110001101100111011110111001010101001100110001000010100101101101100001110101110001000100100100001111110010010010010011110101010001000100000100110101000001100011001111011110000000101000000101000, 0, 1, 1.0, 9
0.8984, 10100010000110101011000110101000001001010101101001101101110011101100111011100111111101100100111100100010111001001001100001011101110000111101010011011100110000101000100011100100110111110110111110100000111110011100000000010001010011000011001100011101101000010001100000111111001110000101000101100010101001110000110001110100110011110110001010101001100110001000010100101101101101001110101110011010100100101001111110010010010010011110100010001010100000000100100000001100011001111011110001000101000000111001, 0.8984, 10100010000110101011000110101000001001010101101001101101110011101100111011100111111101100100111100100010111001001001100001011101110000111101010011011100110000101000100011100100110111110110111110100000111110011100000000010001010011000011001100011101101000010001100000111111001110000101000101100010101001110000110001110100110011110110001010101001100110001000010100101101101101001110101110011010100100101001111110010010010010011110100010001010100000000100100000001100011001111011110001000101000000111001, 0, 2, 1.0, 8
0.8864, 10010101111011000001101011000111010000000011101110101100110010011111101110100010100110000111011100010110101111011111011010011110000110010111101000110000011100010110111000110010101011100111011001111010000101000010010111011101101001111001100110111001010001010001100000100111100110000101000101100111101001100000110001101100110011110100101010101001110110001000010110101101001100001110101100011010100100100001111010000010010010111110111011001010100001100100101000001100011001010001011101000001100010101001, 0.8984, 10100010000110101011000110101000001001010101101001101101110011101100111011100111111101100100111100100010111001001001100001011101110000111101010011011100110000101000100011100100110111110110111110100000111110011100000000010001010011000011001100011101101000010001100000111111001110000101000101100010101001110000110001110100110011110110001010101001100110001000010100101101101101001110101110011010100100101001111110010010010010011110100010001010100000000100100000001100011001111011110001000101000000111001, 0, 1, 0.9, 9
